n:1 mse_avg:65.31 mse_y:96.46 mse_u:3.76 mse_v:2.27 psnr_avg:29.98 psnr_y:28.29 psnr_u:42.37 psnr_v:44.57 
n:2 mse_avg:73.57 mse_y:108.85 mse_u:3.77 mse_v:2.28 psnr_avg:29.46 psnr_y:27.76 psnr_u:42.37 psnr_v:44.56 
n:3 mse_avg:75.40 mse_y:111.61 mse_u:3.75 mse_v:2.23 psnr_avg:29.36 psnr_y:27.65 psnr_u:42.39 psnr_v:44.64 
n:4 mse_avg:86.49 mse_y:128.23 mse_u:3.80 mse_v:2.25 psnr_avg:28.76 psnr_y:27.05 psnr_u:42.33 psnr_v:44.61 
n:5 mse_avg:92.12 mse_y:136.66 mse_u:3.80 mse_v:2.29 psnr_avg:28.49 psnr_y:26.77 psnr_u:42.33 psnr_v:44.52 
n:6 mse_avg:93.72 mse_y:139.04 mse_u:3.72 mse_v:2.43 psnr_avg:28.41 psnr_y:26.70 psnr_u:42.43 psnr_v:44.27 
n:7 mse_avg:105.94 mse_y:157.21 mse_u:3.90 mse_v:2.86 psnr_avg:27.88 psnr_y:26.17 psnr_u:42.22 psnr_v:43.57 
n:8 mse_avg:110.32 mse_y:163.71 mse_u:4.10 mse_v:3.01 psnr_avg:27.70 psnr_y:25.99 psnr_u:42.01 psnr_v:43.34 
n:9 mse_avg:113.72 mse_y:168.76 mse_u:4.24 mse_v:3.03 psnr_avg:27.57 psnr_y:25.86 psnr_u:41.85 psnr_v:43.31 
n:10 mse_avg:119.87 mse_y:177.95 mse_u:4.32 mse_v:3.13 psnr_avg:27.34 psnr_y:25.63 psnr_u:41.78 psnr_v:43.17 
n:11 mse_avg:124.94 mse_y:185.50 mse_u:4.37 mse_v:3.25 psnr_avg:27.16 psnr_y:25.45 psnr_u:41.72 psnr_v:43.01 
n:12 mse_avg:118.85 mse_y:176.39 mse_u:4.31 mse_v:3.23 psnr_avg:27.38 psnr_y:25.67 psnr_u:41.79 psnr_v:43.04 
n:13 mse_avg:117.49 mse_y:174.28 mse_u:4.37 mse_v:3.44 psnr_avg:27.43 psnr_y:25.72 psnr_u:41.72 psnr_v:42.76 
n:14 mse_avg:124.06 mse_y:184.15 mse_u:4.37 mse_v:3.42 psnr_avg:27.19 psnr_y:25.48 psnr_u:41.73 psnr_v:42.79 
n:15 mse_avg:119.21 mse_y:176.84 mse_u:4.41 mse_v:3.47 psnr_avg:27.37 psnr_y:25.65 psnr_u:41.68 psnr_v:42.72 
n:16 mse_avg:102.39 mse_y:151.51 mse_u:4.76 mse_v:3.54 psnr_avg:28.03 psnr_y:26.33 psnr_u:41.35 psnr_v:42.64 
n:17 mse_avg:109.57 mse_y:162.22 mse_u:4.86 mse_v:3.64 psnr_avg:27.73 psnr_y:26.03 psnr_u:41.26 psnr_v:42.52 
n:18 mse_avg:109.99 mse_y:162.76 mse_u:4.97 mse_v:3.90 psnr_avg:27.72 psnr_y:26.02 psnr_u:41.17 psnr_v:42.22 
n:19 mse_avg:108.74 mse_y:160.83 mse_u:5.05 mse_v:4.07 psnr_avg:27.77 psnr_y:26.07 psnr_u:41.10 psnr_v:42.04 
n:20 mse_avg:109.10 mse_y:161.31 mse_u:5.23 mse_v:4.12 psnr_avg:27.75 psnr_y:26.05 psnr_u:40.95 psnr_v:41.98 
n:21 mse_avg:97.89 mse_y:144.60 mse_u:4.98 mse_v:4.00 psnr_avg:28.22 psnr_y:26.53 psnr_u:41.15 psnr_v:42.12 
n:22 mse_avg:91.86 mse_y:135.60 mse_u:4.92 mse_v:3.85 psnr_avg:28.50 psnr_y:26.81 psnr_u:41.21 psnr_v:42.28 
n:23 mse_avg:96.72 mse_y:142.85 mse_u:5.00 mse_v:3.94 psnr_avg:28.28 psnr_y:26.58 psnr_u:41.14 psnr_v:42.18 
n:24 mse_avg:93.02 mse_y:137.32 mse_u:4.98 mse_v:3.88 psnr_avg:28.44 psnr_y:26.75 psnr_u:41.16 psnr_v:42.24 
n:25 mse_avg:97.31 mse_y:143.76 mse_u:4.87 mse_v:3.93 psnr_avg:28.25 psnr_y:26.55 psnr_u:41.26 psnr_v:42.18 
n:26 mse_avg:100.22 mse_y:148.00 mse_u:5.25 mse_v:4.06 psnr_avg:28.12 psnr_y:26.43 psnr_u:40.93 psnr_v:42.04 
n:27 mse_avg:104.89 mse_y:155.00 mse_u:5.41 mse_v:3.93 psnr_avg:27.92 psnr_y:26.23 psnr_u:40.80 psnr_v:42.19 
n:28 mse_avg:110.01 mse_y:162.65 mse_u:5.45 mse_v:4.00 psnr_avg:27.72 psnr_y:26.02 psnr_u:40.77 psnr_v:42.11 
n:29 mse_avg:111.85 mse_y:165.36 mse_u:5.49 mse_v:4.14 psnr_avg:27.64 psnr_y:25.95 psnr_u:40.73 psnr_v:41.96 
n:30 mse_avg:114.58 mse_y:169.43 mse_u:5.58 mse_v:4.19 psnr_avg:27.54 psnr_y:25.84 psnr_u:40.67 psnr_v:41.91 
n:31 mse_avg:121.93 mse_y:180.37 mse_u:5.76 mse_v:4.35 psnr_avg:27.27 psnr_y:25.57 psnr_u:40.53 psnr_v:41.75 
n:32 mse_avg:121.71 mse_y:180.05 mse_u:5.70 mse_v:4.38 psnr_avg:27.28 psnr_y:25.58 psnr_u:40.58 psnr_v:41.72 
n:33 mse_avg:118.06 mse_y:174.55 mse_u:5.73 mse_v:4.43 psnr_avg:27.41 psnr_y:25.71 psnr_u:40.55 psnr_v:41.67 
